Age,Weight,MetColor,Price
79.0,1115,1.0,7995
78.0,1035,0.0,8750
71.0,1035,0.0,5950
73.0,1075,0.0,8500
69.0,1000,1.0,8950
69.0,1000,1.0,8750
78.0,1075,1.0,7600
80.0,1070,1.0,7145
69.0,1085,1.0,8450
55.67215568862275,1015,1.0,5950
80.0,1075,1.0,9000
80.0,1050,1.0,7250
75.0,1050,1.0,7400
79.0,1075,1.0,8800
71.0,1050,0.0,7750
75.0,1015,1.0,7500
55.67215568862275,1070,1.0,7400
80.0,1070,1.0,7500
76.0,1075,1.0,8950
55.67215568862275,1075,1.0,8950
77.0,1050,1.0,7950
79.0,1075,1.0,7950
78.0,1070,1.0,7950
78.0,1070,1.0,7750
78.0,1035,1.0,8250
78.0,1055,0.0,7950
77.0,1015,1.0,7750
77.0,1075,0.0,8500
80.0,1070,1.0,6950
80.0,1035,1.0,7500
79.0,1050,1.0,7750
79.0,1015,1.0,5950
78.0,1050,0.0,7500
76.0,1050,1.0,7950
77.0,1050,1.0,7450
73.0,1075,1.0,7500
77.0,1050,1.0,8750
76.0,1050,1.0,7500
80.0,1070,0.0,9950
75.0,1010,0.0,7950
75.0,1070,1.0,9950
78.0,1075,1.0,9250
73.0,1035,1.0,9250
55.67215568862275,1085,1.0,9950
74.0,1050,1.0,5950
55.67215568862275,1075,1.0,7995
75.0,1000,1.0,7450
55.67215568862275,1035,1.0,8250
78.0,1085,0.0,8500
70.0,1075,1.0,8500
80.0,1055,1.0,7250
79.0,1075,1.0,8950
80.0,1075,1.0,9450
74.0,1050,1.0,8500
80.0,1015,1.0,6750
80.0,1070,0.0,7400
78.0,1015,1.0,8950
80.0,1055,1.0,6900
79.0,1015,1.0,7750
75.0,1015,1.0,6950
77.0,1035,0.0,8495
71.0,1070,1.0,6999
80.0,1055,0.0,8950
79.0,1035,1.0,8500
75.0,1035,1.0,8750
80.0,1050,1.0,7499
55.67215568862275,1035,1.0,9000
77.0,1050,1.0,8950
80.0,1075,0.0,6950
77.0,1075,1.0,8500
74.0,1070,0.0,8950
77.0,1070,1.0,8250
75.0,1035,0.0,7950
70.0,1035,0.0,7450
70.0,1035,1.0,7150
76.0,1035,1.0,7750
70.0,1060,0.0,5845
72.0,1075,1.0,8500
80.0,1114,1.0,8250
79.0,1050,0.0,9450
69.0,1050,1.0,6750
77.0,1050,1.0,8400
76.0,1050,0.0,7900
76.0,1055,1.0,7950
80.0,1085,1.0,8750
73.0,1050,1.0,9900
71.0,1035,0.0,6495
69.0,1050,1.0,6900
74.0,1015,1.0,7500
80.0,1070,1.0,8250
80.0,1055,0.0,8950
70.0,1050,0.0,9750
80.0,1015,0.0,8250
78.0,1075,0.0,8900
75.0,1050,1.0,8950
76.0,1050,1.0,6750
75.0,1070,1.0,7950
69.0,1025,1.0,8600
55.67215568862275,1000,0.0,7750
55.67215568862275,1050,1.0,7800
73.0,1050,1.0,8750
79.0,1015,0.0,9500
55.67215568862275,1035,0.0,7750
79.0,1075,0.0,9950
77.0,1015,1.0,7750
69.0,1050,1.0,5950
76.0,1070,1.0,10950
77.0,1075,1.0,9450
80.0,1050,0.0,8250
69.0,1070,0.0,9750
78.0,1114,0.0,7450
75.0,1075,1.0,8750
69.0,1050,1.0,8750
70.0,1000,0.0,8950
79.0,1035,1.0,7500
69.0,1035,1.0,7250
80.0,1035,1.0,7450
76.0,1045,1.0,8750
77.0,1055,0.0,9800
71.0,1015,1.0,7500
75.0,1075,1.0,8950
74.0,1035,1.0,8950
70.0,1070,1.0,7450
71.0,1075,1.0,8950
55.67215568862275,1040,1.0,10500
73.0,1010,0.0,7000
77.0,1050,1.0,8500
76.0,1035,1.0,7750
70.0,1050,1.0,8950
69.0,1075,0.0,8250
55.67215568862275,1050,1.0,9250
75.0,1070,1.0,7900
78.0,1000,1.0,8500
76.0,1070,0.0,7950
69.0,1050,1.0,9950
80.0,1050,1.0,7500
72.0,1050,1.0,6950
55.67215568862275,1114,0.0,8950
73.0,1015,1.0,7750
75.0,1050,1.0,8450
55.67215568862275,1050,1.0,7600
73.0,1015,0.0,7750
80.0,1000,1.0,7950
72.0,1015,1.0,8450
80.0,1015,0.0,8450
55.67215568862275,1025,1.0,7500
72.0,1015,0.0,10845
55.67215568862275,1015,0.0,8500
70.0,1015,1.0,7250
76.0,1114,0.0,6950
